movie,year,director,stars,gender
Betrayal,1983,David Hugh Jones,Patricia Hodge,M
Betrayal,1983,David Hugh Jones,Avril Elgar,F
Gloria,1980,John Cassavetes,Gena Rowlands,M
Gloria,1980,John Cassavetes,Buck Henry,F
Gloria,1980,John Cassavetes,Julie Carmen,F
Gloria,1980,John Cassavetes,Tony Knesich,F
Foxes,1980,Adrian Lyne,Jodie Foster,F
Foxes,1980,Adrian Lyne,Cherie Currie,M
Foxes,1980,Adrian Lyne,Marilyn Kagan,F
Foxes,1980,Adrian Lyne,Kandice Stroh,F
Zorro: The Gay Blade,1981,Peter Medak,George Hamilton,M
Zorro: The Gay Blade,1981,Peter Medak,Lauren Hutton,Na
Zorro: The Gay Blade,1981,Peter Medak,Brenda Vaccaro,F
Zorro: The Gay Blade,1981,Peter Medak,Ron Leibman,F
The Watcher in the Woods,1980,John Hough,Vincent McEveety,F
The Watcher in the Woods,1980,John Hough,Bette Davis,F
The Watcher in the Woods,1980,John Hough,Lynn-Holly Johnson,M
The Watcher in the Woods,1980,John Hough,Kyle Richards,F
The Watcher in the Woods,1980,John Hough,Carroll Baker,M
Making Love,1982,Arthur Hiller,Michael Ontkean,F
Making Love,1982,Arthur Hiller,Kate Jackson,M
Making Love,1982,Arthur Hiller,Harry Hamlin,F
Making Love,1982,Arthur Hiller,Wendy Hiller,F
Pennies from Heaven,1981,Herbert Ross,Steve Martin,M
Pennies from Heaven,1981,Herbert Ross,Bernadette Peters,M
Pennies from Heaven,1981,Herbert Ross,Jessica Harper,M
Pennies from Heaven,1981,Herbert Ross,Vernel Bagneris,F
Screwballs,1983,Rafal Zielinski,Peter Keleghan,M
Screwballs,1983,Rafal Zielinski,Kent Deuters,Na
Screwballs,1983,Rafal Zielinski,Linda Speciale,M
Screwballs,1983,Rafal Zielinski,Alan Deveau,F
Midnight Madness,1980,Michael Nankin,David Wechter,M
Midnight Madness,1980,Michael Nankin,David Naughton,M
Midnight Madness,1980,Michael Nankin,Debra Clinger,M
Midnight Madness,1980,Michael Nankin,Joel Kenney,F
Midnight Madness,1980,Michael Nankin,David Damas,M
Galaxy of Terror,1981,Bruce D. Clark,Edward Albert,M
Galaxy of Terror,1981,Bruce D. Clark,Erin Moran,M
Galaxy of Terror,1981,Bruce D. Clark,Ray Walston,M
Galaxy of Terror,1981,Bruce D. Clark,Bernard Behrens,F
The People That Time Forgot,1977,Kevin Connor,Patrick Wayne,F
The People That Time Forgot,1977,Kevin Connor,Doug McClure,M
The People That Time Forgot,1977,Kevin Connor,Sarah Douglas,M
The People That Time Forgot,1977,Kevin Connor,Dana Gillespie,F
The Town That Dreaded Sundown,1976,Charles B. Pierce,Ben Johnson,M
The Town That Dreaded Sundown,1976,Charles B. Pierce,Andrew Prine,M
The Town That Dreaded Sundown,1976,Charles B. Pierce,Dawn Wells,F
The Town That Dreaded Sundown,1976,Charles B. Pierce,Jimmy Clem,M
Tom Sawyer,1973,Don Taylor,Johnny Whitaker,M
Tom Sawyer,1973,Don Taylor,Celeste Holm,Na
Tom Sawyer,1973,Don Taylor,Warren Oates,Na
Tom Sawyer,1973,Don Taylor,Jeff East,F
Mahogany,1975,Berry Gordy,Tony Richardson,M
Mahogany,1975,Berry Gordy,Jack Wormser,M
Mahogany,1975,Berry Gordy,Diana Ross,M
Mahogany,1975,Berry Gordy,Billy Dee Williams,M
Mahogany,1975,Berry Gordy,Anthony Perkins,F
Mahogany,1975,Berry Gordy,Jean-Pierre Aumont,M
The Four Musketeers,1974,Richard Lester,Michael York,M
The Four Musketeers,1974,Richard Lester,Raquel Welch,M
The Four Musketeers,1974,Richard Lester,Oliver Reed,M
The Four Musketeers,1974,Richard Lester,Richard Chamberlain,F
Female Trouble,1974,John Waters,Divine,F
Female Trouble,1974,John Waters,David Lochary,M
Female Trouble,1974,John Waters,Mary Vivian Pearce,M
Female Trouble,1974,John Waters,Mink Stole,M
The Little Prince,1974,Stanley Donen,Richard Kiley,M
The Little Prince,1974,Stanley Donen,Steven Warner,M
The Little Prince,1974,Stanley Donen,Joss Ackland,M
The Little Prince,1974,Stanley Donen,Clive Revill,M
Electra Glide in Blue,1973,James William Guercio,Robert Blake,F
Electra Glide in Blue,1973,James William Guercio,Billy Green Bush,M
Electra Glide in Blue,1973,James William Guercio,Mitchell Ryan,M
Electra Glide in Blue,1973,James William Guercio,Jeannine Riley,M
The Laughing Policeman,1973,Stuart Rosenberg,Walter Matthau,M
The Laughing Policeman,1973,Stuart Rosenberg,Bruce Dern,M
The Laughing Policeman,1973,Stuart Rosenberg,Louis Gossett Jr.,M
The Laughing Policeman,1973,Stuart Rosenberg,Albert Paulsen,M
Pánico en el Transiberiano,1972,Eugenio Martín,Christopher Lee,F
Pánico en el Transiberiano,1972,Eugenio Martín,Peter Cushing,M
Pánico en el Transiberiano,1972,Eugenio Martín,Alberto de Mendoza,F
Pánico en el Transiberiano,1972,Eugenio Martín,Silvia Tortosa,M
The Adventure of Sherlock Holmes' Smarter Brother,1975,Gene Wilder,Gene Wilder,M
The Adventure of Sherlock Holmes' Smarter Brother,1975,Gene Wilder,Madeline Kahn,M
The Adventure of Sherlock Holmes' Smarter Brother,1975,Gene Wilder,Marty Feldman,F
The Adventure of Sherlock Holmes' Smarter Brother,1975,Gene Wilder,Dom DeLuise,M
The Seven-Per-Cent Solution,1976,Herbert Ross,Alan Arkin,M
The Seven-Per-Cent Solution,1976,Herbert Ross,Vanessa Redgrave,M
The Seven-Per-Cent Solution,1976,Herbert Ross,Robert Duvall,F
The Seven-Per-Cent Solution,1976,Herbert Ross,Nicol Williamson,F
Sinbad and the Eye of the Tiger,1977,Sam Wanamaker,Patrick Wayne,F
Sinbad and the Eye of the Tiger,1977,Sam Wanamaker,Jane Seymour,M
Sinbad and the Eye of the Tiger,1977,Sam Wanamaker,Taryn Power,F
Sinbad and the Eye of the Tiger,1977,Sam Wanamaker,Margaret Whiting,M
Stroszek,1977,Werner Herzog,Bruno S.,M
Stroszek,1977,Werner Herzog,Eva Mattes,M
Stroszek,1977,Werner Herzog,Clemens Scheitz,F
Stroszek,1977,Werner Herzog,Wilhelm von Homburg,M
Telefon,1977,Don Siegel,Charles Bronson,F
Telefon,1977,Don Siegel,Lee Remick,M
Telefon,1977,Don Siegel,Donald Pleasence,F
Telefon,1977,Don Siegel,Tyne Daly,M
Bronco Billy,1980,Clint Eastwood,Clint Eastwood,M
Bronco Billy,1980,Clint Eastwood,Sondra Locke,F
Bronco Billy,1980,Clint Eastwood,Geoffrey Lewis,M
Bronco Billy,1980,Clint Eastwood,Scatman Crothers,M
Eyes of Laura Mars,1978,Irvin Kershner,Faye Dunaway,M
Eyes of Laura Mars,1978,Irvin Kershner,Tommy Lee Jones,M
Eyes of Laura Mars,1978,Irvin Kershner,Brad Dourif,M
Eyes of Laura Mars,1978,Irvin Kershner,Rene Auberjonois,M
Scavenger Hunt,1979,Michael Schultz,Richard Benjamin,F
Scavenger Hunt,1979,Michael Schultz,James Coco,M
Scavenger Hunt,1979,Michael Schultz,Scatman Crothers,M
Scavenger Hunt,1979,Michael Schultz,Ruth Gordon,M
Honkytonk Man,1982,Clint Eastwood,Clint Eastwood,F
Honkytonk Man,1982,Clint Eastwood,Kyle Eastwood,M
Honkytonk Man,1982,Clint Eastwood,John McIntire,M
Honkytonk Man,1982,Clint Eastwood,Alexa Kenin,F
Megaforce,1982,Hal Needham,Barry Bostwick,M
Megaforce,1982,Hal Needham,Michael Beck,M
Megaforce,1982,Hal Needham,Persis Khambatta,M
Megaforce,1982,Hal Needham,Edward Mulhare,F
My Favorite Year,1982,Richard Benjamin,Peter O'Toole,M
My Favorite Year,1982,Richard Benjamin,Mark Linn-Baker,M
My Favorite Year,1982,Richard Benjamin,Jessica Harper,F
My Favorite Year,1982,Richard Benjamin,Joseph Bologna,M
Amityville 3-D,1983,Richard Fleischer,Tony Roberts,F
Amityville 3-D,1983,Richard Fleischer,Tess Harper,M
Amityville 3-D,1983,Richard Fleischer,Robert Joy,M
Amityville 3-D,1983,Richard Fleischer,Candy Clark,M
Gorky Park,1983,Michael Apted,William Hurt,M
Gorky Park,1983,Michael Apted,Lee Marvin,M
Gorky Park,1983,Michael Apted,Brian Dennehy,F
Gorky Park,1983,Michael Apted,Ian Bannen,M
A Night in Heaven,1983,John G. Avildsen,Christopher Atkins,F
A Night in Heaven,1983,John G. Avildsen,Lesley Ann Warren,M
A Night in Heaven,1983,John G. Avildsen,Robert Logan,M
A Night in Heaven,1983,John G. Avildsen,Deborah Rush,M
Smokey and the Bandit Part 3,1983,Dick Lowry,Jackie Gleason,M
Smokey and the Bandit Part 3,1983,Dick Lowry,Jerry Reed,F
Smokey and the Bandit Part 3,1983,Dick Lowry,Paul Williams,M
Smokey and the Bandit Part 3,1983,Dick Lowry,Pat McCormick,M
Bolero,1984,John Derek,Bo Derek,F
Bolero,1984,John Derek,George Kennedy,F
Bolero,1984,John Derek,Andrea Occhipinti,M
Bolero,1984,John Derek,Ana Obregón,M
Firstborn,1984,Michael Apted,Teri Garr,M
Firstborn,1984,Michael Apted,Peter Weller,M
Firstborn,1984,Michael Apted,Christopher Collet,F
Firstborn,1984,Michael Apted,Corey Haim,M
Tank,1984,Marvin J. Chomsky,James Garner,M
Tank,1984,Marvin J. Chomsky,Shirley Jones,M
Tank,1984,Marvin J. Chomsky,C. Thomas Howell,M
Tank,1984,Marvin J. Chomsky,Mark Herrier,M
The Wild Life,1984,Art Linson,Chris Penn,F
The Wild Life,1984,Art Linson,Ilan Mitchell-Smith,M
The Wild Life,1984,Art Linson,Eric Stoltz,M
The Wild Life,1984,Art Linson,Jenny Wright,F
Invasion U.S.A.,1985,Joseph Zito,Chuck Norris,M
Invasion U.S.A.,1985,Joseph Zito,Richard Lynch,F
Invasion U.S.A.,1985,Joseph Zito,Melissa Prophet,M
Invasion U.S.A.,1985,Joseph Zito,Alexander Zale,M
Murphy's Romance,1985,Martin Ritt,Sally Field,M
Murphy's Romance,1985,Martin Ritt,James Garner,F
Murphy's Romance,1985,Martin Ritt,Brian Kerwin,M
Murphy's Romance,1985,Martin Ritt,Corey Haim,M
One Magic Christmas,1985,Phillip Borsos,Mary Steenburgen,M
One Magic Christmas,1985,Phillip Borsos,Gary Basaraba,M
One Magic Christmas,1985,Phillip Borsos,Harry Dean Stanton,F
One Magic Christmas,1985,Phillip Borsos,Arthur Hill,M
Perfect,1985,James Bridges,John Travolta,F
Perfect,1985,James Bridges,Jamie Lee Curtis,M
Perfect,1985,James Bridges,Ramey Ellis,M
Perfect,1985,James Bridges,Alma Beltran,M
Follow That Bird,1985,Ken Kwapis,Caroll Spinney,M
Follow That Bird,1985,Ken Kwapis,Jim Henson,F
Follow That Bird,1985,Ken Kwapis,Frank Oz,M
Follow That Bird,1985,Ken Kwapis,Richard Hunt,F
Extremities,1986,Robert M. Young,Farrah Fawcett,F
Extremities,1986,Robert M. Young,James Russo,F
Extremities,1986,Robert M. Young,Alfre Woodard,M
Extremities,1986,Robert M. Young,Diana Scarwid,M
Invaders from Mars,1986,Tobe Hooper,Karen Black,F
Invaders from Mars,1986,Tobe Hooper,Hunter Carson,M
Invaders from Mars,1986,Tobe Hooper,Timothy Bottoms,F
Invaders from Mars,1986,Tobe Hooper,Laraine Newman,F
The Chipmunk Adventure,1987,Janice Karman,Ross Bagdasarian Jr.,F
The Chipmunk Adventure,1987,Janice Karman,Janice Karman,F
The Chipmunk Adventure,1987,Janice Karman,Dody Goodman,M
The Chipmunk Adventure,1987,Janice Karman,Susan Tyrrell,M
Suspect,1987,Peter Yates,Cher,M
Suspect,1987,Peter Yates,Dennis Quaid,M
Suspect,1987,Peter Yates,Liam Neeson,M
Suspect,1987,Peter Yates,John Mahoney,M
18 Again!,1988,Paul Flaherty,Charlie Schlatter,F
18 Again!,1988,Paul Flaherty,George Burns,M
18 Again!,1988,Paul Flaherty,Tony Roberts,F
18 Again!,1988,Paul Flaherty,Anita Morris,M
Big Top Pee-wee,1988,Randal Kleiser,Paul Reubens,F
Big Top Pee-wee,1988,Randal Kleiser,Penelope Ann Miller,M
Big Top Pee-wee,1988,Randal Kleiser,Kris Kristofferson,F
Big Top Pee-wee,1988,Randal Kleiser,Valeria Golino,M
Clean and Sober,1988,Glenn Gordon Caron,Michael Keaton,M
Clean and Sober,1988,Glenn Gordon Caron,Kathy Baker,M
Clean and Sober,1988,Glenn Gordon Caron,Morgan Freeman,M
Clean and Sober,1988,Glenn Gordon Caron,Tate Donovan,M
Ernest Saves Christmas,1988,John R. Cherry III,Jim Varney,F
Ernest Saves Christmas,1988,John R. Cherry III,Douglas Seale,M
Ernest Saves Christmas,1988,John R. Cherry III,Oliver Clark,M
Ernest Saves Christmas,1988,John R. Cherry III,Noelle Parker,M
Family Business,1989,Sidney Lumet,Sean Connery,F
Family Business,1989,Sidney Lumet,Dustin Hoffman,M
Family Business,1989,Sidney Lumet,Matthew Broderick,M
Family Business,1989,Sidney Lumet,Rosanna DeSoto,F
An Innocent Man,1989,Peter Yates,Tom Selleck,M
An Innocent Man,1989,Peter Yates,F. Murray Abraham,M
An Innocent Man,1989,Peter Yates,Laila Robins,F
An Innocent Man,1989,Peter Yates,David Rasche,F
Johnny Handsome,1989,Walter Hill,Mickey Rourke,M
Johnny Handsome,1989,Walter Hill,Ellen Barkin,M
Johnny Handsome,1989,Walter Hill,Elizabeth McGovern,F
Johnny Handsome,1989,Walter Hill,Morgan Freeman,F
Talk Radio,1988,Oliver Stone,Eric Bogosian,M
Talk Radio,1988,Oliver Stone,Ellen Greene,M
Talk Radio,1988,Oliver Stone,Leslie Hope,M
Talk Radio,1988,Oliver Stone,John C. McGinley,F
Vice Versa,1988,Brian Gilbert,Judge Reinhold,F
Vice Versa,1988,Brian Gilbert,Fred Savage,M
Vice Versa,1988,Brian Gilbert,Corinne Bohrer,F
Vice Versa,1988,Brian Gilbert,Swoosie Kurtz,M
Havana,I 1990,Sydney Pollack,Robert Redford,M
Havana,I 1990,Sydney Pollack,Lena Olin,M
Havana,I 1990,Sydney Pollack,Alan Arkin,M
Havana,I 1990,Sydney Pollack,Tomas Milian,F
Taking Care of Business,1990,Arthur Hiller,Jim Belushi,F
Taking Care of Business,1990,Arthur Hiller,Charles Grodin,F
Taking Care of Business,1990,Arthur Hiller,Anne De Salvo,F
Taking Care of Business,1990,Arthur Hiller,Loryn Locklin,M
Mortal Thoughts,1991,Alan Rudolph,Demi Moore,M
Mortal Thoughts,1991,Alan Rudolph,Glenne Headly,M
Mortal Thoughts,1991,Alan Rudolph,Bruce Willis,F
Mortal Thoughts,1991,Alan Rudolph,John Pankow,F
Only the Lonely,1991,Chris Columbus,John Candy,M
Only the Lonely,1991,Chris Columbus,Maureen O'Hara,Na
Only the Lonely,1991,Chris Columbus,Ally Sheedy,M
Only the Lonely,1991,Chris Columbus,Kevin Dunn,M
House Party 2,1991,George Jackson,Doug McHenry,M
House Party 2,1991,George Jackson,Christopher Reid,M
House Party 2,1991,George Jackson,Christopher Martin,M
House Party 2,1991,George Jackson,Martin Lawrence,M
House Party 2,1991,George Jackson,Bowlegged Lou,M
Article 99,1992,Howard Deutch,Ray Liotta,F
Article 99,1992,Howard Deutch,Kiefer Sutherland,F
Article 99,1992,Howard Deutch,Forest Whitaker,M
Article 99,1992,Howard Deutch,Lea Thompson,M
Straight Talk,1992,Barnet Kellman,Dolly Parton,M
Straight Talk,1992,Barnet Kellman,James Woods,F
Straight Talk,1992,Barnet Kellman,Griffin Dunne,M
Straight Talk,1992,Barnet Kellman,Michael Madsen,M
A Far Off Place,1993,Mikael Salomon,Reese Witherspoon,M
A Far Off Place,1993,Mikael Salomon,Ethan Embry,M
A Far Off Place,1993,Mikael Salomon,Jack Thompson,F
A Far Off Place,1993,Mikael Salomon,Sarel Bok,M
Life with Mikey,1993,James Lapine,Michael J. Fox,F
Life with Mikey,1993,James Lapine,Christina Vidal,M
Life with Mikey,1993,James Lapine,Nathan Lane,F
Life with Mikey,1993,James Lapine,Cyndi Lauper,M
Matinee,1993,Joe Dante,John Goodman,M
Matinee,1993,Joe Dante,Cathy Moriarty,F
Matinee,1993,Joe Dante,Simon Fenton,M
Matinee,1993,Joe Dante,Omri Katz,F
Undercover Blues,1993,Herbert Ross,Kathleen Turner,M
Undercover Blues,1993,Herbert Ross,Dennis Quaid,M
Undercover Blues,1993,Herbert Ross,Fiona Shaw,M
Undercover Blues,1993,Herbert Ross,Stanley Tucci,F
Warlock: The Armageddon,1993,Anthony Hickox,Julian Sands,F
Warlock: The Armageddon,1993,Anthony Hickox,Chris Young,M
Warlock: The Armageddon,1993,Anthony Hickox,Paula Marshall,M
Warlock: The Armageddon,1993,Anthony Hickox,Joanna Pacula,F
The Amazing Panda Adventure,1995,Christopher Cain,Stephen Lang,M
The Amazing Panda Adventure,1995,Christopher Cain,Ryan Slater,F
The Amazing Panda Adventure,1995,Christopher Cain,Yi Ding,F
The Amazing Panda Adventure,1995,Christopher Cain,Wang Fei,F
Moonlight and Valentino,1995,David Anspaugh,Elizabeth Perkins,F
Moonlight and Valentino,1995,David Anspaugh,Whoopi Goldberg,M
Moonlight and Valentino,1995,David Anspaugh,Kathleen Turner,M
Moonlight and Valentino,1995,David Anspaugh,Gwyneth Paltrow,M
Panther,I 1995,Mario Van Peebles,Kadeem Hardison,M
Panther,I 1995,Mario Van Peebles,Bokeem Woodbine,M
Panther,I 1995,Mario Van Peebles,Joe Don Baker,M
Panther,I 1995,Mario Van Peebles,Courtney B. Vance,F
The Adventures of Pinocchio,1996,Steve Barron,Martin Landau,M
The Adventures of Pinocchio,1996,Steve Barron,Jonathan Taylor Thomas,F
The Adventures of Pinocchio,1996,Steve Barron,Geneviève Bujold,M
The Adventures of Pinocchio,1996,Steve Barron,Udo Kier,M
Alaska,1996,Fraser C. Heston,Thora Birch,M
Alaska,1996,Fraser C. Heston,Vincent Kartheiser,M
Alaska,1996,Fraser C. Heston,Dirk Benedict,F
Alaska,1996,Fraser C. Heston,Charlton Heston,F
To Gillian on Her 37th Birthday,1996,Michael Pressman,Peter Gallagher,F
To Gillian on Her 37th Birthday,1996,Michael Pressman,Michelle Pfeiffer,F
To Gillian on Her 37th Birthday,1996,Michael Pressman,Claire Danes,M
To Gillian on Her 37th Birthday,1996,Michael Pressman,Laurie Fortier,M
Two If by Sea,1996,Bill Bennett,Sandra Bullock,M
Two If by Sea,1996,Bill Bennett,Denis Leary,F
Two If by Sea,1996,Bill Bennett,Stephen Dillane,M
Two If by Sea,1996,Bill Bennett,Yaphet Kotto,M
Bad Moon,1996,Eric Red,Mariel Hemingway,M
Bad Moon,1996,Eric Red,Michael Paré,F
Bad Moon,1996,Eric Red,Mason Gamble,M
Bad Moon,1996,Eric Red,Ken Pogue,M
The MatchMaker,1997,Mark Joffe,Janeane Garofalo,M
The MatchMaker,1997,Mark Joffe,David O'Hara,F
The MatchMaker,1997,Mark Joffe,Milo O'Shea,M
The MatchMaker,1997,Mark Joffe,Jay O. Sanders,M
'Til There Was You,1997,Scott Winant,Jeanne Tripplehorn,F
'Til There Was You,1997,Scott Winant,Dylan McDermott,M
'Til There Was You,1997,Scott Winant,John Plumpis,M
'Til There Was You,1997,Scott Winant,Janel Moloney,F
Trial and Error,1997,Jonathan Lynn,Michael Richards,F
Trial and Error,1997,Jonathan Lynn,Jeff Daniels,M
Trial and Error,1997,Jonathan Lynn,Charlize Theron,M
Trial and Error,1997,Jonathan Lynn,Jessica Steen,M
Star Kid,1997,Manny Coto,Joseph Mazzello,M
Star Kid,1997,Manny Coto,Joey Simmrin,F
Star Kid,1997,Manny Coto,Alex Daniels,M
Star Kid,1997,Manny Coto,Arthur Burghardt,F
Home Fries,1998,Dean Parisot,Drew Barrymore,M
Home Fries,1998,Dean Parisot,Luke Wilson,F
Home Fries,1998,Dean Parisot,Catherine O'Hara,M
Home Fries,1998,Dean Parisot,Jake Busey,M
The Love Letter,1999,Peter Ho-Sun Chan,Kate Capshaw,F
The Love Letter,1999,Peter Ho-Sun Chan,Tom Everett Scott,M
The Love Letter,1999,Peter Ho-Sun Chan,Tom Selleck,F
The Love Letter,1999,Peter Ho-Sun Chan,Blythe Danner,M
Mumford,1999,Lawrence Kasdan,Loren Dean,F
Mumford,1999,Lawrence Kasdan,Hope Davis,Na
Mumford,1999,Lawrence Kasdan,Jason Lee,M
Mumford,1999,Lawrence Kasdan,Alfre Woodard,Na
Digimon: The Movie,2000,Bob Buchholz,Mamoru Hosoda,F
Digimon: The Movie,2000,Bob Buchholz,Jeff Nimoy,M
Digimon: The Movie,2000,Bob Buchholz,Shigeyasu Yamauchi,M
Digimon: The Movie,2000,Bob Buchholz,Lara Jill Miller,M
Digimon: The Movie,2000,Bob Buchholz,Joshua Seth,M
Digimon: The Movie,2000,Bob Buchholz,Bob Papenbrook,M
Digimon: The Movie,2000,Bob Buchholz,David Lodge,M
The Original Kings of Comedy,2000,Spike Lee,Steve Harvey,M
The Original Kings of Comedy,2000,Spike Lee,D.L. Hughley,M
The Original Kings of Comedy,2000,Spike Lee,Cedric the Entertainer,M
The Original Kings of Comedy,2000,Spike Lee,Bernie Mac,M
Double Take,2001,George Gallo,Orlando Jones,M
Double Take,2001,George Gallo,Eddie Griffin,M
Double Take,2001,George Gallo,Gary Grubbs,M
Double Take,2001,George Gallo,Daniel Roebuck,F
The Forsaken,2001,J.S. Cardone,Kerr Smith,M
The Forsaken,2001,J.S. Cardone,Brendan Fehr,F
The Forsaken,2001,J.S. Cardone,Izabella Miko,M
The Forsaken,2001,J.S. Cardone,Johnathon Schaech,M
Soul Survivors,2001,Stephen Carpenter,Melissa Sagemiller,F
Soul Survivors,2001,Stephen Carpenter,Wes Bentley,M
Soul Survivors,2001,Stephen Carpenter,Casey Affleck,M
Soul Survivors,2001,Stephen Carpenter,Eliza Dushku,F
Dave Chappelle's Block Party,2005,Michel Gondry,Dave Chappelle,F
Dave Chappelle's Block Party,2005,Michel Gondry,Yasiin Bey,M
Dave Chappelle's Block Party,2005,Michel Gondry,Lauryn Hill,M
Dave Chappelle's Block Party,2005,Michel Gondry,Erykah Badu,M
Larry the Cable Guy: Health Inspector,2006,Trent Cooper,Larry the Cable Guy,F
Larry the Cable Guy: Health Inspector,2006,Trent Cooper,David Koechner,M
Larry the Cable Guy: Health Inspector,2006,Trent Cooper,Michael Papajohn,M
Larry the Cable Guy: Health Inspector,2006,Trent Cooper,Phyllis Alexion,F
The Final Season,2007,David Mickey Evans,Sean Astin,M
The Final Season,2007,David Mickey Evans,Powers Boothe,F
The Final Season,2007,David Mickey Evans,Rachael Leigh Cook,M
The Final Season,2007,David Mickey Evans,Jesse Henecke,M
Riders,2002,Gérard Pirès,Natasha Henstridge,M
Riders,2002,Gérard Pirès,Stephen Dorff,F
Riders,2002,Gérard Pirès,Bruce Payne,M
Riders,2002,Gérard Pirès,Steven Berkoff,F
Timecode,2000,Mike Figgis,Jeanne Tripplehorn,M
Timecode,2000,Mike Figgis,Stellan Skarsgård,F
Timecode,2000,Mike Figgis,Salma Hayek,M
Timecode,2000,Mike Figgis,Xander Berkeley,F
Paperback Hero,1999,Antony J. Bowman,Claudia Karvan,M
Paperback Hero,1999,Antony J. Bowman,Hugh Jackman,M
Paperback Hero,1999,Antony J. Bowman,Angie Milliken,M
Paperback Hero,1999,Antony J. Bowman,Andrew S. Gilbert,F
Levity,2003,Ed Solomon,Billy Bob Thornton,F
Levity,2003,Ed Solomon,Morgan Freeman,M
Levity,2003,Ed Solomon,Kirsten Dunst,F
Levity,2003,Ed Solomon,Holly Hunter,F
Groove,2000,Greg Harrison,Chris Ferreira,M
Groove,2000,Greg Harrison,Mackenzie Firgens,M
Groove,2000,Greg Harrison,Elizabeth Sun,M
Groove,2000,Greg Harrison,Steve Van Wormer,F
Blackball,2003,Mel Smith,Paul Kaye,M
Blackball,2003,Mel Smith,James Cromwell,F
Blackball,2003,Mel Smith,Alice Evans,M
Blackball,2003,Mel Smith,Bernard Cribbins,F
Bread and Roses,2000,Ken Loach,Pilar Padilla,M
Bread and Roses,2000,Ken Loach,Adrien Brody,M
Bread and Roses,2000,Ken Loach,Elpidia Carrillo,M
Bread and Roses,2000,Ken Loach,Jack McGee,F
Wilbur Wants to Kill Himself,2002,Lone Scherfig,Jamie Sives,F
Wilbur Wants to Kill Himself,2002,Lone Scherfig,Adrian Rawlins,F
Wilbur Wants to Kill Himself,2002,Lone Scherfig,Shirley Henderson,M
Wilbur Wants to Kill Himself,2002,Lone Scherfig,Lisa McKinlay,F
The Saddest Music in the World,2003,Guy Maddin,Isabella Rossellini,M
The Saddest Music in the World,2003,Guy Maddin,Mark McKinney,F
The Saddest Music in the World,2003,Guy Maddin,Maria de Medeiros,F
The Saddest Music in the World,2003,Guy Maddin,David Fox,F
What's Cooking?,2000,Gurinder Chadha,Joan Chen,M
What's Cooking?,2000,Gurinder Chadha,Julianna Margulies,Na
What's Cooking?,2000,Gurinder Chadha,Mercedes Ruehl,Na
What's Cooking?,2000,Gurinder Chadha,Victor Rivers,Na
11'09''01 - September 11,2002,Youssef Chahine,Amos Gitai,Na
11'09''01 - September 11,2002,Youssef Chahine,Shôhei Imamura,Na
11'09''01 - September 11,2002,Youssef Chahine,Alejandro G. Iñárritu,Na
